document_id,clean_text,sentiment
753,nisei male born januari seattl washington grew seattl washington finish high school bellingham washington famili move father oyster busi world war ii remov tule lake concentr camp california left camp live chicago briefli return samish bay area near bellingham reestablish famili oyster busi,positive
754,white femal born novemb seattl washington parent chiropractor support japanes american around time world war ii attend univers washington becam friend gordon hirabayashi,neutral
755,nisei femal born may sacramento california grew loomi area california parent ran farm fruit orchard prior world war ii work japanes pavilion san francisco world fair world war ii remov marysvil assembl center california tule lake concentr camp california left camp live spokan mose lake washington war,positive
756,sansei femal grew san diego california,positive
757,nisei male born san jose california world war ii remov santa anita assembl center california heart mountain concentr camp wyom leav camp return california,neutral
758,white male grew pasadena california parent flower grow busi provid flower santa anita racetrack fifti year world war ii visit japanes american friend santa anita assembl center california gila river concentr camp arizona,negative
759,nisei femal born lo angel california world war ii remov pomona assembl center california heart mountain concentr camp wyom,neutral
760,nisei male born march sacramento california grew sacramento father migrant farm labor world war ii remov marysvil assembl center california tule lake concentr camp california transfer famili heart mountain concentr camp wyom return california war,negative
761,nisei male born monterey california grew wilmington neighborhood lo angel father fisherman world war ii remov santa anita assembl center heart mountain concentr camp return lo angel war,positive
762,nisei male born lo angel california world war ii remov santa anita assembl center california heart mountain concentr camp wyom leav camp eventu return california,neutral
763,nisei femal born sacramento california grew small town penryn california mother barber world war ii remov marysvil assembl center tule lake concentr camp california leav camp return penryn,neutral
764,nisei femal born berkeley california world war ii remov tanforan assembl center california topaz concentr camp utah war return berkeley,negative
